Timestamp,Device_Type,Malware_Detection,Phishing_Attempts,Social_Media_Usage,VPN_Usage,Cyberbullying_Reports,Parental_Control_Alerts,Firewall_Logs,Login_Attempts,Download_Risk,Password_Strength,Data_Breach_Notifications,Online_Purchase_Risk,Education_Content_Usage,Age_Group,Geolocation,Public_Network_Usage,Network_Type,Hours_Online,Website_Visits,Peer_Interactions,Risky_Website_Visits,Cloud_Service_Usage,Unencrypted_Traffic,Ad_Clicks,Insecure_Login_Attempts,E_Safety_Awareness_Score,Malware_Exposure_Risk,Cybersecurity_Behavior_Category
2017-01-04 12:00:00,Mobile,0,0,Medium,0,0,0,2,1,0,Weak,0,0,None,13-16,US,0,Cellular,1.3209097767984055,4,Medium,0,0,0,1,0,Low,0,Safe
2017-01-04 13:00:00,Mobile,0,0,Low,0,0,0,4,1,1,Weak,0,0,None,13-16,OTHER,0,Cellular,5.078015047531481,4,Low,0,0,0,0,1,Low,1,Safe
2017-01-04 14:00:00,Laptop,0,1,Low,0,0,0,1,2,0,Weak,0,0,None,13-16,ASIA,0,WiFi,3.1305092485018458,3,Low,0,0,0,1,0,Low,0,Safe
2017-01-04 15:00:00,Mobile,0,1,Medium,0,0,0,4,1,0,Weak,0,0,Low,13-16,US,1,Ethernet,0.45370335140237344,4,Low,0,0,0,0,0,Moderate,0,Neutral
2017-01-04 16:00:00,Tablet,0,1,Low,0,0,1,2,1,0,Weak,0,0,None,17-19,US,0,Cellular,3.282277778972314,4,Low,1,0,0,0,0,High,0,Neutral
2017-01-04 17:00:00,Mobile,0,0,Low,0,0,0,1,1,0,Weak,0,0,None,17-19,EU,0,Cellular,1.9622110999536626,2,Low,0,1,0,0,0,Moderate,0,Neutral
2017-01-04 18:00:00,Mobile,0,0,Medium,0,0,0,2,1,0,Weak,0,0,None,13-16,EU,0,WiFi,0.681641693004691,0,Low,0,0,0,0,0,Low,0,Neutral
2017-01-04 19:00:00,Laptop,0,0,Low,0,0,0,2,5,0,Weak,0,0,Low,17-19,ASIA,0,WiFi,1.1106759525496561,2,Low,0,0,0,0,0,Low,0,Risky
2017-01-04 20:00:00,Laptop,1,0,Low,0,0,0,2,1,0,Weak,0,0,None,13-16,US,1,WiFi,1.2943682489725874,0,Low,0,0,0,0,0,Moderate,0,Safe
2017-01-04 21:00:00,Mobile,0,0,Low,0,0,0,2,2,1,Weak,0,0,Low,13-16,US,0,WiFi,1.5529296099221852,3,Low,0,0,0,0,0,Low,0,Safe
2017-01-04 22:00:00,Laptop,0,0,Low,0,0,0,3,3,1,Weak,0,0,None,17-19,US,0,WiFi,4.103491242976037,2,Medium,1,0,0,0,0,Moderate,0,Safe
2017-01-04 23:00:00,Mobile,0,0,Low,0,0,0,4,3,0,Weak,0,0,None,13-16,US,0,Ethernet,0.510285204888081,2,Low,0,0,0,0,0,Low,0,Neutral
2017-01-05 00:00:00,Mobile,0,0,Low,1,0,0,1,1,1,Weak,0,0,None,13-16,ASIA,0,Cellular,2.7982992038821535,0,Low,0,0,0,0,0,Moderate,1,Safe
2017-01-05 01:00:00,Mobile,0,1,Low,1,0,0,5,5,0,Weak,0,0,None,13-16,US,0,WiFi,6.734331268755527,1,Low,0,0,0,1,1,Low,0,Safe
2017-01-05 02:00:00,Mobile,0,0,Low,0,0,0,2,2,0,Weak,0,0,High,13-16,EU,0,WiFi,0.4135297492159459,2,Medium,0,1,0,1,0,High,0,Risky
2017-01-05 03:00:00,Mobile,0,0,Low,0,0,0,2,1,0,Weak,0,0,None,17-19,US,1,Cellular,0.5893968074893261,2,High,0,0,0,0,0,Moderate,1,Neutral
2017-01-05 04:00:00,Mobile,0,0,Medium,0,0,0,0,1,0,Weak,0,0,None,13-16,ASIA,0,WiFi,3.172684710357652,3,Low,0,0,0,0,0,Low,0,Neutral
2017-01-05 05:00:00,Mobile,0,0,Low,0,0,0,1,4,1,Weak,0,0,Low,13-16,EU,0,WiFi,1.8204993937479375,3,Low,0,0,0,0,0,Low,0,Safe
2017-01-05 06:00:00,Mobile,0,0,High,0,0,1,2,3,0,Weak,0,0,None,13-16,US,1,WiFi,2.2172496642247514,6,Low,0,0,0,0,0,High,0,Neutral
2017-01-05 07:00:00,Mobile,0,0,Medium,1,0,0,3,1,0,Moderate,0,0,None,13-16,US,0,WiFi,0.46998854120502914,5,Low,0,0,0,0,1,Low,1,Safe
2017-01-05 08:00:00,Desktop,0,1,Low,0,0,0,3,1,0,Weak,0,0,High,13-16,US,0,Cellular,0.7214798172570989,0,Low,0,0,0,0,0,High,0,Neutral
2017-01-05 09:00:00,Mobile,0,1,Low,0,0,0,4,1,0,Weak,0,1,High,17-19,US,1,WiFi,0.5808359572746766,1,Low,0,0,0,0,1,Moderate,0,Neutral
2017-01-05 10:00:00,Mobile,0,0,Low,0,0,0,0,1,1,Weak,0,0,None,13-16,US,0,Other,4.351541686199175,1,Low,1,0,1,0,0,Low,0,Neutral
2017-01-05 11:00:00,Laptop,0,2,Low,0,0,0,2,1,1,Weak,0,0,None,17-19,US,0,WiFi,0.0040291179493884095,1,Low,0,0,0,0,1,Moderate,0,Safe
2017-01-05 12:00:00,Mobile,0,1,Low,0,0,0,3,4,0,Weak,0,0,None,13-16,ASIA,0,WiFi,1.5687688992410656,4,Medium,1,0,0,0,0,Low,0,Safe
2017-01-05 13:00:00,Mobile,0,0,Medium,0,0,0,1,5,0,Moderate,1,0,None,17-19,ASIA,1,Ethernet,1.2689141764736156,4,Medium,0,0,0,0,0,Moderate,0,Neutral
2017-01-05 14:00:00,Mobile,0,0,Low,0,0,1,2,1,0,Weak,0,1,High,13-16,EU,0,WiFi,2.540172248538455,3,Low,1,0,0,0,0,High,0,Safe
2017-01-05 15:00:00,Mobile,0,1,Low,0,0,0,2,2,0,Weak,0,0,None,13-16,US,0,WiFi,0.6977979995016937,2,Low,0,0,0,0,0,Moderate,0,Risky
2017-01-05 16:00:00,Desktop,0,0,Low,0,0,0,1,1,0,Weak,0,0,None,13-16,EU,0,Cellular,2.40051314746023,3,Low,0,0,0,0,0,High,0,Neutral
2017-01-05 17:00:00,Tablet,0,0,Medium,0,0,0,3,1,1,Weak,0,0,None,13-16,US,0,Cellular,1.1651587000646906,5,Medium,0,0,0,1,0,Low,0,Safe
2017-01-05 18:00:00,Mobile,0,0,High,0,0,0,2,1,0,Weak,0,0,Low,17-19,US,0,WiFi,0.010797463622035203,1,Low,0,0,0,1,0,Low,0,Safe
2017-01-05 19:00:00,Tablet,0,1,Medium,0,0,0,1,4,0,Weak,0,0,Low,17-19,OTHER,0,Cellular,0.004157695493252052,1,Low,0,0,0,0,0,Low,1,Safe
2017-01-05 20:00:00,Tablet,0,1,High,0,0,0,1,1,0,Weak,0,0,None,13-16,ASIA,0,WiFi,1.615630299709905,3,Low,0,0,0,0,0,Low,0,Risky
2017-01-05 21:00:00,Mobile,1,0,Medium,0,0,0,1,4,1,Strong,0,0,Low,13-16,ASIA,0,WiFi,1.3497781110664138,3,Low,0,0,0,1,0,High,0,Safe
2017-01-05 22:00:00,Tablet,0,0,Low,0,0,0,2,1,0,Weak,0,0,High,13-16,US,1,WiFi,0.5093074859753954,2,High,0,0,0,0,0,Moderate,1,Neutral
2017-01-05 23:00:00,Mobile,0,0,Medium,0,0,0,2,1,0,Weak,0,0,None,13-16,OTHER,1,Ethernet,6.654890319792658,0,Low,0,0,0,0,0,Moderate,0,Safe
2017-01-06 00:00:00,Tablet,0,0,Medium,1,0,0,2,4,0,Moderate,0,0,None,13-16,US,1,Ethernet,1.0418876582992442,2,Low,0,1,0,1,0,Moderate,1,Safe
2017-01-06 01:00:00,Tablet,0,1,Low,0,0,0,1,1,0,Weak,0,0,None,17-19,EU,0,Cellular,0.9097220721510929,3,Low,0,0,0,0,0,High,0,Risky
2017-01-06 02:00:00,Mobile,0,0,Low,0,0,1,1,1,0,Weak,0,0,High,13-16,ASIA,0,WiFi,2.487602514645012,6,Low,0,0,0,0,0,Low,0,Safe
2017-01-06 03:00:00,Mobile,0,0,Medium,1,0,0,6,1,0,Weak,0,1,None,17-19,EU,0,Other,0.2553724492768765,7,Low,0,0,0,0,1,High,0,Risky
2017-01-06 04:00:00,Mobile,0,1,Low,0,1,0,1,3,0,Weak,0,0,None,17-19,EU,0,Cellular,2.3726961336381467,5,Medium,0,0,0,1,0,Low,0,Safe
2017-01-06 05:00:00,Mobile,0,1,Low,0,0,1,1,1,0,Weak,0,0,Low,13-16,US,0,Other,0.20277498175299632,5,Low,0,0,0,0,0,High,1,Safe
2017-01-06 06:00:00,Tablet,0,2,Medium,0,0,0,1,2,0,Weak,0,0,None,<13,ASIA,0,Cellular,0.40535485127879756,4,Low,0,0,0,0,0,Moderate,1,Safe
2017-01-06 07:00:00,Tablet,0,1,Low,0,0,0,2,1,0,Weak,0,0,None,13-16,US,0,WiFi,0.25842199702312607,3,Low,0,0,0,1,0,Low,0,Safe
2017-01-06 08:00:00,Mobile,0,0,Medium,0,0,0,1,1,0,Weak,0,0,None,13-16,US,0,WiFi,6.237562307962893,5,Low,0,0,0,0,0,Low,0,Safe
2017-01-06 09:00:00,Mobile,0,0,Medium,0,0,0,4,4,0,Weak,0,0,None,13-16,OTHER,0,WiFi,6.272378893631141,2,Low,0,0,0,1,0,Low,1,Neutral
2017-01-06 10:00:00,Mobile,0,1,Low,0,0,0,6,2,0,Weak,0,0,Low,13-16,ASIA,0,WiFi,0.24553386219562642,1,Medium,0,0,0,0,0,Low,0,Neutral
2017-01-06 11:00:00,Mobile,1,1,Low,0,0,0,1,3,0,Moderate,0,0,None,17-19,EU,0,WiFi,2.4393359907365184,2,Low,0,0,0,1,0,Low,0,Safe
2017-01-06 12:00:00,Mobile,0,1,High,0,0,0,3,1,0,Moderate,0,0,Low,13-16,EU,1,WiFi,0.34784173554389203,2,Medium,0,0,0,0,0,Low,0,Neutral
2017-01-06 13:00:00,Mobile,0,0,Low,0,0,0,1,1,0,Weak,0,0,None,17-19,EU,0,WiFi,3.5830070028528156,2,Low,0,0,0,1,0,Low,0,Risky
2017-01-06 14:00:00,Desktop,0,0,Low,0,0,0,0,5,0,Weak,0,0,None,13-16,EU,1,Ethernet,4.564166452533422,3,Low,0,0,0,1,1,Moderate,1,Safe
2017-01-06 15:00:00,Mobile,0,0,Low,0,0,0,4,4,0,Moderate,0,0,None,17-19,US,0,Other,0.20829153423288171,0,Medium,0,0,0,0,0,Moderate,0,Neutral
2017-01-06 16:00:00,Mobile,0,0,High,0,0,0,3,2,1,Weak,0,0,None,17-19,ASIA,0,Cellular,4.924725375282719,0,Low,0,0,0,1,0,Low,1,Safe
2017-01-06 17:00:00,Laptop,0,0,High,0,0,0,0,1,0,Weak,0,0,None,13-16,EU,0,WiFi,1.6618391041421081,2,Medium,0,0,0,0,0,Low,0,Safe
2017-01-06 18:00:00,Mobile,0,0,Low,0,0,0,2,1,0,Weak,0,0,None,13-16,US,0,WiFi,0.8632818135732958,2,Low,0,1,0,0,0,Low,0,Safe
2017-01-06 19:00:00,Desktop,0,0,Low,0,0,0,4,1,0,Weak,0,0,None,13-16,ASIA,1,WiFi,2.50081585356622,4,Low,0,0,0,0,0,Low,0,Safe
2017-01-06 20:00:00,Desktop,0,0,Low,0,0,1,1,3,0,Weak,0,0,None,13-16,EU,1,WiFi,3.2853413649403116,4,Low,0,0,0,0,0,Moderate,0,Risky
